Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10000627,0,0.0,62,19.0,4.0,5076.0,28.0,2.0,6.0,43.0,0.0,2.0,,4.0,68fd1e64,287130e0,f68c227b,d3c8a2de,25c83c98,fbad5c96,7d48c0ae,37e4aa92,a73ee510,f17eed1c,5874c9c9,bf7d8b69,740c210d,1adce6ef,8c1d85be,73e8af81,07c540c4,0a106e05,efa3470f,5840adea,e9eb6eb3,,32c7478e,be673bbf,ea9a246c,f5422ec9
10000902,0,,3,8.0,7.0,1692.0,,0.0,15.0,75.0,,0.0,,7.0,05db9164,0468d672,5336cae5,e5d4c5ff,25c83c98,7e0ccccf,d5276ad8,0b153874,a73ee510,3b08e48b,1c80d81c,3aac3e1b,0b1e410e,b28479f6,60a23d23,e67ffd3e,1e88c74f,124c6b00,21ddcdc9,5840adea,f6f86ffa,,32c7478e,6c1cdd05,ea9a246c,4e7af834
10000856,0,,0,11.0,,1609.0,68.0,0.0,0.0,108.0,,0.0,,,5a9ed9b0,3ab4d7f5,109ddc69,73ad28a8,25c83c98,fe6b92e5,0dec8040,0b153874,a73ee510,ed8257bc,a9b84bd5,d72a8b65,cdc2ccda,dcd762ee,9b8c4db5,4b6488bc,e5ba7672,b76fb0de,21ddcdc9,b1252a9d,6f393b20,c9d4222a,3a171ecb,65e74c52,c9f3bea7,49a08543
10001195,0,,76,4.0,4.0,237.0,,0.0,3.0,4.0,,0.0,,4.0,68fd1e64,207b2d81,9dd3c4fc,a09fab49,25c83c98,fe6b92e5,38eb9cf4,0b153874,a73ee510,441dd290,7f8ffe57,3c5900b5,46f42a63,b28479f6,c38116c9,0decd005,1e88c74f,d3303ea5,21ddcdc9,b1252a9d,7633c7c8,,32c7478e,17f458f7,001f3601,64a82175
10001262,0,0.0,25,2.0,0.0,3080.0,227.0,25.0,3.0,29.0,0.0,2.0,0.0,3.0,05db9164,421b43cd,44713c14,29998ed1,25c83c98,fe6b92e5,c5cd50b9,0b153874,a73ee510,b5489539,3a403d8c,6aaba33c,b132c838,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,,,723b4dfd,,3a171ecb,b34f3128,,
10000700,0,1.0,0,109.0,4.0,10.0,0.0,32.0,26.0,562.0,1.0,12.0,0.0,0.0,05db9164,80e26c9b,e346a5fd,85dd697c,25c83c98,fbad5c96,640081c6,37e4aa92,a73ee510,077f4295,05c4eeb4,539c5644,3e7d76a0,1adce6ef,0f942372,aafa191e,e5ba7672,005c6740,21ddcdc9,5840adea,7e5b7cc4,c9d4222a,3a171ecb,1793a828,e8b83407,b9809574
10001783,0,2.0,17,1.0,1.0,1434.0,8.0,15.0,8.0,61.0,0.0,3.0,,1.0,68fd1e64,8947f767,dbef4eb7,54b02c7b,25c83c98,7e0ccccf,5b10fdbf,51d76abe,a73ee510,96fa0723,d30a51a7,162751ab,de1618b9,07d13a8f,2c14c412,a007aed2,e5ba7672,bd17c3da,8c8dd18c,a458ea53,7027d04c,c9d4222a,32c7478e,3eb0ef9c,ea9a246c,cdace107
10001566,0,,57,6.0,4.0,,,0.0,4.0,4.0,,0.0,,4.0,241546e0,2c16a946,8ec7787f,65723153,25c83c98,fe6b92e5,e4912d2c,0b153874,7cc72ec2,3b08e48b,2df79247,03efee5e,8c8f2bfd,b28479f6,3628a186,c0c7a39b,2005abd1,e4ca448c,,,7262c4e7,,be7c41b4,9117a34a,,
10000709,0,0.0,1,1.0,,1604.0,2.0,13.0,2.0,6.0,0.0,2.0,,,05db9164,d7988e72,b3c65465,f3cbaab6,25c83c98,,2b322b66,0b153874,a73ee510,a1c89af0,24adbadc,f746a9ff,fc371461,07d13a8f,194c42a4,562c36fc,e5ba7672,0f2f9850,21ddcdc9,a458ea53,34f02cd9,,32c7478e,65fcae05,e8b83407,3d76b19e
10001960,0,0.0,0,,12.0,1753.0,31.0,10.0,12.0,103.0,0.0,6.0,,12.0,05db9164,3df44d94,d032c263,c18be181,25c83c98,7e0ccccf,81bb0302,37e4aa92,a73ee510,7f314591,b7094596,dfbb09fb,1f9d2c38,1adce6ef,7b403f46,84898b2a,e5ba7672,79a92e0a,,,0014c32a,,55dd3565,3b183c5c,,
10000321,0,,-1,,,7954.0,,0.0,3.0,16.0,,0.0,,,05db9164,68aede49,4c78bddc,792bc2c0,25c83c98,fbad5c96,841f6a9d,0b153874,a73ee510,3b08e48b,d66168dc,10bf7196,54c30969,07d13a8f,8dbc001a,02df538f,776ce399,262c8681,,,eabe9cb9,,32c7478e,1370c56e,,
10001606,0,0.0,560,,,3178.0,19.0,16.0,8.0,89.0,0.0,4.0,0.0,,05db9164,2c8c5f5d,910ade79,953f038f,25c83c98,7e0ccccf,50b436c9,5b392875,a73ee510,0a3a2cb6,a0a5e9d7,8ace78d0,ee79db7b,07d13a8f,4962a9e7,5efa8d38,e5ba7672,f5f4ae5b,,,60cc6d6c,,423fab69,9d8f9768,,
10001790,0,,1,1.0,12.0,29197.0,,0.0,26.0,39.0,,0.0,,39.0,05db9164,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,ec80180e,0b153874,a73ee510,3b08e48b,06e24bf7,e0d76380,8e7ad399,07d13a8f,5a7d5bd8,1203a270,776ce399,eea3ab97,,,73d06dde,,be7c41b4,aee52b6f,,
10001179,0,0.0,48,11.0,1.0,13819.0,,,1.0,,0.0,,,1.0,05db9164,e3ce8d54,,,25c83c98,3bf701e7,eba9a360,0b153874,a73ee510,4182e17e,f52829dc,,64f8e14f,d2dfe871,4b0401e8,,e5ba7672,d9942b4c,,,,,3a171ecb,,,
10001710,0,0.0,12,3.0,12.0,1774.0,106.0,3.0,25.0,138.0,0.0,2.0,,14.0,68fd1e64,38a947a1,0fef7d7b,faf6178d,25c83c98,13718bbd,6347187f,0b153874,a73ee510,e034d733,323cb85a,b07aa8fc,7484e3dc,07d13a8f,cc1a4e6d,2951905f,07c540c4,bbd47c2a,,,401cac5f,,55dd3565,64b0163a,,
10000624,0,1.0,3,,6.0,624.0,9.0,1.0,8.0,8.0,1.0,1.0,,6.0,05db9164,38a947a1,b394aaaa,d2fe9681,25c83c98,fe6b92e5,c8e6227a,5b392875,a73ee510,3b08e48b,2a031a88,f9b3995f,aa46e155,1adce6ef,cbbe08bc,ae08f950,d4bb7bd8,b4270c3a,,,8b33a426,,bcdee96c,cd9dfcdf,,
10001734,0,0.0,-1,,,7873.0,103.0,2.0,16.0,101.0,0.0,1.0,,,68fd1e64,0a519c5c,77f2f2e5,d16679b9,25c83c98,7e0ccccf,73afe74f,0b153874,a73ee510,fbbf2c95,2d9eed4d,9f32b866,949ea585,1adce6ef,123b2f29,31ca40b6,07c540c4,2efa89c6,,,dfcfc3fa,,3a171ecb,aee52b6f,,
10000125,0,,68,,,,,,0.0,,,,,,f473b8dc,38d50e09,,,43b19349,7e0ccccf,970f01b2,5b392875,7cc72ec2,3b08e48b,36bccca0,,80467802,07d13a8f,ee569ce2,,2005abd1,582152eb,21ddcdc9,5840adea,,,55dd3565,,001f3601,56be3401
10001011,0,,660,18.0,2.0,3440.0,,0.0,11.0,69.0,,0.0,,8.0,05db9164,09e68b86,175b5edb,983fb1c7,25c83c98,,31be2dc6,1f89b562,a73ee510,3b08e48b,8bb53eff,629f64aa,415b696f,1adce6ef,dbc5e126,51cdc6fd,776ce399,5aed7436,21ddcdc9,b1252a9d,45ff82a6,,32c7478e,1793a828,e8b83407,5fc48b52
10001090,0,,59,4.0,,150799.0,,,14.0,,,,,,05db9164,4f25e98b,609b18b2,2a5a966c,25c83c98,fbad5c96,3081ebe2,0b153874,7cc72ec2,55a6f782,ee53454a,e8a3b0ec,7700c0a3,1adce6ef,17d9b759,68a303fa,d4bb7bd8,7ef5affa,5b885066,a458ea53,b032170f,,bcdee96c,3fdb382b,001f3601,49d68486
10000848,0,1.0,2773,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,561bf9d4,38a947a1,4470baf4,8c8a4c47,384874ce,7e0ccccf,6641b1eb,5b392875,a73ee510,3b08e48b,52105669,bb669e25,d2b8af4a,b28479f6,5307e616,2b2ce127,d4bb7bd8,ade68c22,,,2b796e4a,ad3062eb,be7c41b4,8d365d3b,,
10000780,0,,-1,,,,,0.0,1.0,1.0,,0.0,,,05db9164,68aede49,6b7bca57,75a365a9,25c83c98,fbad5c96,d0bdaa98,37e4aa92,7cc72ec2,3b08e48b,dd6fc8cb,6ba8967b,ebd756bd,07d13a8f,8dbc001a,994c132d,2005abd1,262c8681,,,b6625b91,ad3062eb,32c7478e,afb24112,,
10000605,0,1.0,0,7.0,3.0,671.0,48.0,2.0,32.0,32.0,1.0,2.0,,3.0,3b65d647,207b2d81,feeaa45b,8a49d676,25c83c98,fbad5c96,6edd3a80,37e4aa92,a73ee510,ab9456b4,bfd9d6e5,d083c277,e1b62f8f,07d13a8f,f3c64936,e52b079d,e5ba7672,f724634a,21ddcdc9,a458ea53,58a9b2cf,,be7c41b4,5ee1762f,001f3601,3ad3379e
10001975,0,,0,8.0,1.0,4903.0,221.0,12.0,41.0,103.0,,3.0,1.0,26.0,68fd1e64,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,a5ac6560,0b153874,a73ee510,3b08e48b,6dc69f41,e0d76380,fca56425,b28479f6,7f6af6b0,1203a270,3486227d,eea3ab97,,,73d06dde,,32c7478e,aee52b6f,,
10001202,0,,192,26.0,4.0,,,0.0,5.0,38.0,,0.0,,4.0,5a9ed9b0,80e26c9b,74e1a23a,9a6888fb,25c83c98,fe6b92e5,0dab78da,0b153874,7cc72ec2,3b08e48b,7bc78da9,fb8fab62,6b5d07b4,b28479f6,4c1df281,c6b1e1b2,2005abd1,f54016b9,21ddcdc9,5840adea,99c09e97,,be7c41b4,335a6a1e,e8b83407,d15c0cc8
10001664,0,0.0,1,,,6197.0,141.0,22.0,0.0,226.0,0.0,7.0,,,05db9164,287130e0,9b48d59b,0414a694,25c83c98,fe6b92e5,9aedd0cc,0b153874,a73ee510,9a09a6bb,f173d5e6,475bbde8,ce418dc9,1adce6ef,d959e25d,1d5dff28,e5ba7672,53515e19,712d530c,5840adea,265de063,ad3062eb,32c7478e,a4b9e88f,ea9a246c,03219b28
10000415,0,,0,6.0,8.0,41752.0,,0.0,10.0,2.0,,0.0,,9.0,05db9164,56273427,d6a86aad,386b0ca5,25c83c98,fbad5c96,03dda6cf,0b153874,a73ee510,c02cf391,3289d3e1,5014a5bf,5a777c73,1adce6ef,da2b1225,8924e84d,e5ba7672,e392c918,,,d2baf26b,,bcdee96c,31b11b9b,,
10000100,1,,-1,,,5760.0,42.0,218.0,0.0,287.0,,15.0,0.0,,5a9ed9b0,3f0d3f28,,,25c83c98,7e0ccccf,218a739b,0b153874,a73ee510,e157f846,b83708c2,,272d6290,1adce6ef,14108df6,,8efede7f,88416823,,,,ad3062eb,423fab69,,,
10001270,0,0.0,0,9.0,5.0,7230.0,216.0,1.0,5.0,5.0,0.0,1.0,,5.0,05db9164,028bd518,ad4b77ff,d16679b9,25c83c98,7e0ccccf,8324f342,0b153874,a73ee510,bc5704d7,10465598,a2f4e8b5,f8362c26,b28479f6,9559bea6,89052618,d4bb7bd8,2a40f0da,,,d4703ebd,,dbb486d7,aee52b6f,,
10001572,1,0.0,2,82.0,19.0,1497.0,61.0,11.0,48.0,147.0,0.0,3.0,,39.0,05db9164,287130e0,44e04519,78f5dce1,25c83c98,fbad5c96,d55d70ca,5b392875,a73ee510,0466803a,9cf09d42,76951817,f66b043c,07d13a8f,10040656,4b0bcbe8,e5ba7672,891589e7,fefc1f4c,a458ea53,ffeab582,,32c7478e,3fdb382b,3d2bedd7,0f43bbd8
10000741,0,,1,1.0,,48317.0,58.0,0.0,6.0,27.0,,0.0,,,68fd1e64,39dfaa0d,21bc63e0,fdeabd46,25c83c98,7e0ccccf,a788607f,0b153874,7cc72ec2,a21d9eab,8f2a5d32,b992a469,098e937e,07d13a8f,60fa10e5,6b423eed,07c540c4,df4fffb7,21ddcdc9,5840adea,404e2c40,,3a171ecb,abe3a684,010f6491,f3737bd0
10000334,0,1.0,2,1.0,1.0,768.0,26.0,4.0,22.0,241.0,1.0,4.0,,1.0,05db9164,a0e12995,9823fbdf,24d89f30,25c83c98,7e0ccccf,58ca4e16,5b392875,a73ee510,d3f2758d,b91c2548,d605d712,a03da696,07d13a8f,73e2709e,a8903c45,07c540c4,1616f155,21ddcdc9,5840adea,52fde8ea,,423fab69,da89b7d5,e8b83407,a3f0086a
10001644,1,0.0,1,30.0,5.0,3068.0,30.0,6.0,15.0,43.0,0.0,2.0,,12.0,05db9164,95e2d337,4cd4cd15,4e4c5a3d,f281d2a7,fbad5c96,0433a7db,0b153874,a73ee510,3b08e48b,418037d7,4a3850b0,b0bfed6d,1adce6ef,559cd202,e73fa8aa,e5ba7672,7b06fafe,85684dc0,a458ea53,97d028a6,,423fab69,5a1a48d4,2bf691b1,0c1bbe81
10001669,0,3.0,-1,3.0,2.0,285.0,5.0,6.0,8.0,30.0,1.0,4.0,,5.0,05db9164,73b37f46,cd82408a,eb45e6e4,25c83c98,7e0ccccf,ead731f4,0b153874,a73ee510,3b08e48b,e9c32980,d1fb0874,3fe840eb,ec19f520,f3a94039,6d87c0d4,07c540c4,d1605c46,,,ed01532f,,3a171ecb,8d49fa4b,,
10000834,0,2.0,384,4.0,3.0,139.0,40.0,13.0,15.0,51.0,1.0,3.0,,3.0,05db9164,9b25e48b,3912fffe,017421d4,25c83c98,,6284da2d,1f89b562,a73ee510,81271509,5874c9c9,b8cc30e1,740c210d,07d13a8f,054ebda1,1d7654cd,e5ba7672,7d8c03aa,21ddcdc9,a458ea53,763712ae,,32c7478e,3fdb382b,c0812fc5,49d68486
10000833,0,,6,54.0,2.0,44064.0,,0.0,2.0,2.0,,0.0,,2.0,be589b51,8947f767,a6e596f1,15e73a19,4cf72387,13718bbd,262c51d4,0b153874,a73ee510,b1ced7c4,5f3eb205,7f89c18b,12d7c50f,b28479f6,a473257f,3de1df4f,1e88c74f,bd17c3da,21ddcdc9,b1252a9d,39a2bba6,,32c7478e,d553a122,e8b83407,f921e5fe
10001244,0,0.0,1,,5.0,7027.0,276.0,2.0,24.0,111.0,0.0,1.0,,6.0,05db9164,0ca4b7d7,d032c263,c18be181,25c83c98,7e0ccccf,01ad6a22,0b153874,a73ee510,1212582a,fef0266d,dfbb09fb,e0a5ea97,1adce6ef,9014f0f9,84898b2a,07c540c4,c786d1ea,,,0014c32a,,32c7478e,3b183c5c,,
10001848,0,1.0,-1,,,1036.0,33.0,3.0,33.0,105.0,1.0,2.0,0.0,,05db9164,e3a0dc66,322bc855,da13cca9,25c83c98,,f01779eb,c8ddd494,a73ee510,0a95d876,0f1fa8b8,9441b6e1,e4e9ce3a,b28479f6,35679327,354a37d9,3486227d,b608c073,,,7b877178,,32c7478e,f2e9f0dd,,
10000939,0,0.0,735,,,4390.0,143.0,13.0,4.0,257.0,0.0,3.0,0.0,,05db9164,3df44d94,02cf9876,c18be181,25c83c98,7e0ccccf,82313a01,5b392875,a73ee510,0a263d38,fc27ecc0,8fe001f4,740c210d,07d13a8f,fc1f50d6,36103458,3486227d,79a92e0a,,,e587c466,,55dd3565,3b183c5c,,
10001333,0,,107,8.0,3.0,12903.0,16.0,13.0,4.0,10.0,,1.0,,3.0,8cf07265,80e26c9b,d4a9d0ce,d2677fc7,25c83c98,7e0ccccf,4b219154,a25968f2,a73ee510,3e07d661,f25fe7e9,4082f863,dd183b4c,b28479f6,4c1df281,fd469c46,27c07bd6,f54016b9,21ddcdc9,b1252a9d,f588a42a,,32c7478e,a5938ba2,e8b83407,99d96479
10001758,0,5.0,-1,,,444.0,15.0,5.0,15.0,15.0,1.0,1.0,,,05db9164,4c2bc594,d032c263,c18be181,25c83c98,7e0ccccf,646b4bca,0b153874,a73ee510,3b08e48b,c9c964c1,dfbb09fb,df941d33,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,c9d4222a,3a171ecb,3b183c5c,,
10001880,0,0.0,2327,,0.0,4996.0,32.0,20.0,5.0,156.0,0.0,5.0,,1.0,f473b8dc,3f0d3f28,57ba2e6e,b40012b1,25c83c98,fe6b92e5,ad3508b1,0b153874,a73ee510,fc3680e8,ad757a5a,3568ecaf,93b18cb5,1adce6ef,14108df6,ad48368b,e5ba7672,88416823,,,eafa08fb,,423fab69,e5fca70a,,
10001269,0,6.0,22,3.0,10.0,2.0,6.0,6.0,9.0,10.0,1.0,1.0,,6.0,05db9164,efb7db0e,21bc63e0,fdeabd46,25c83c98,7e0ccccf,d20b4953,1f89b562,a73ee510,5ba575e7,b5a9f90e,b992a469,949ea585,07d13a8f,f033fb80,6b423eed,e5ba7672,4903cd40,,,404e2c40,,32c7478e,abe3a684,,
10001452,0,,378,12.0,6.0,0.0,2008.0,0.0,6.0,6.0,,0.0,,0.0,05db9164,bfdcfc4a,04389797,09dc36f2,25c83c98,fbad5c96,65d3801d,0b153874,a73ee510,fbbf2c95,043725ae,482f8e54,7f0d7407,b28479f6,2ed5bdad,4bf55d82,e5ba7672,ffd53157,21ddcdc9,5840adea,4fa596a8,,3a171ecb,00ba4790,e8b83407,aa5f0a15
10001444,0,2.0,2,6.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,05db9164,09e68b86,aa8c1539,85dd697c,25c83c98,,cd98cc3d,0b153874,a73ee510,372f26e1,4be3b87a,d8c29807,b72482f5,1adce6ef,dcd06253,c64d548f,07c540c4,63cdbb21,cf99e5de,a458ea53,5f957280,,3a171ecb,1793a828,e8b83407,b7d9c3bc
10000640,0,,7,8.0,5.0,105111.0,,0.0,8.0,57.0,,0.0,,5.0,68fd1e64,09e68b86,fdd34bed,561e9402,43b19349,7e0ccccf,ec2709c0,0fb392dd,7cc72ec2,d56146bc,541383bd,d65dc9d7,4fd925c1,07d13a8f,36721ddc,0e311eb0,d4bb7bd8,5aed7436,21ddcdc9,5840adea,9471d1a4,,3a171ecb,3fdb382b,e8b83407,49d68486
10000104,0,,0,6.0,1.0,5876.0,82.0,2.0,1.0,54.0,,1.0,0.0,1.0,5a9ed9b0,95e2d337,da7ab894,69040d07,25c83c98,7e0ccccf,ca61e56c,0b153874,a73ee510,3b08e48b,d8448b98,12d78bbf,7d1f1fa0,64c94865,7de4908b,80a570b5,27c07bd6,701d695d,712d530c,a458ea53,e478bacc,ad3062eb,3a171ecb,4921c033,2bf691b1,80b0aeb9
10000815,1,,1,37.0,5.0,6253.0,,0.0,12.0,69.0,,0.0,,5.0,09ca0b81,38a947a1,56416160,12100c35,5a3e1872,fe6b92e5,ed54b715,0b153874,a73ee510,a17186da,da28c392,99fff852,7165d9e8,051219e6,2aa2bbdd,08660cf6,1e88c74f,9c9da140,,,0cc1a6ab,,32c7478e,7a39a7c1,,
10000998,0,,11,2.0,2.0,9408.0,42.0,7.0,2.0,55.0,,3.0,,2.0,05db9164,e3a0dc66,1701e1d8,da13cca9,25c83c98,6f6d9be8,4a990549,5b392875,a73ee510,30cb84dc,e73bed86,9311a066,4a6575c1,b28479f6,35679327,354a37d9,e5ba7672,b608c073,,,7b877178,,32c7478e,f2e9f0dd,,
10001075,0,1.0,0,6.0,2.0,1262.0,18.0,2.0,10.0,10.0,0.0,1.0,,2.0,05db9164,e5fb1af3,5b69ee06,d6de6491,25c83c98,fe6b92e5,34ee90db,0b153874,a73ee510,d2e3dec0,d74aabe6,a0933b22,0fb78b80,1adce6ef,60403b20,3e5c1145,07c540c4,13145934,23a4bfcf,b1252a9d,4bd7cc79,,3a171ecb,74d7f2da,e8b83407,1f4b2057
10001378,0,,1,5.0,11.0,20122.0,145.0,1.0,31.0,82.0,,1.0,,19.0,439a44a4,0a519c5c,ad4b77ff,d16679b9,25c83c98,fbad5c96,7a019822,5b392875,a73ee510,3b08e48b,c012107d,a2f4e8b5,c8dca410,07d13a8f,b812f9f2,89052618,d4bb7bd8,2efa89c6,,,d4703ebd,,be7c41b4,aee52b6f,,
10001887,0,,87,16.0,16.0,2959.0,60.0,5.0,17.0,58.0,,1.0,,16.0,05db9164,287130e0,74972720,09f7d6db,43b19349,fbad5c96,b13433e4,0b153874,a73ee510,5ae197ee,ef969cb2,560557e5,ac249cd4,1adce6ef,a6d6a075,cb1662be,e5ba7672,c1299c0b,4764bf77,5840adea,e2a50a6a,ad3062eb,32c7478e,e29de47e,ea9a246c,164d3259
10000460,0,0.0,41,74.0,1.0,6160.0,183.0,6.0,17.0,37.0,0.0,2.0,0.0,17.0,68fd1e64,c1384774,2ed12532,6af132a7,25c83c98,7e0ccccf,81f7f73c,0b153874,a73ee510,302099e7,6263d404,716265a1,aa1eb12e,1adce6ef,d82fb770,be9937f2,e5ba7672,658dca4c,21ddcdc9,b1252a9d,345e27b5,,32c7478e,fb55adff,ea9a246c,2702fec5
10001046,1,1.0,1,2.0,3.0,27.0,3.0,1.0,4.0,3.0,1.0,1.0,,3.0,05db9164,38a947a1,b65b2b55,6bb27684,25c83c98,,eb4aa055,64523cfa,a73ee510,5162b19c,7a3651f5,cfb557e9,95bc260c,1adce6ef,407f71c8,9dbc9989,d4bb7bd8,5b22094b,,,4eb95bd4,,32c7478e,42bf52c5,,
10001398,1,,0,3.0,4.0,35343.0,55.0,0.0,4.0,28.0,,0.0,,4.0,be589b51,287130e0,abeec4ca,1e5e2162,25c83c98,6f6d9be8,55399c41,0b153874,a73ee510,b79a9a31,f53090e9,41c78930,4abc6315,07d13a8f,10040656,6e177038,e5ba7672,891589e7,21ddcdc9,a458ea53,80e90bce,,32c7478e,471f55fb,ea9a246c,cb1956a3
10001242,0,1.0,1,18.0,16.0,17.0,16.0,3.0,16.0,85.0,1.0,2.0,0.0,16.0,68fd1e64,ef01ba63,aa8c1539,85dd697c,25c83c98,,a25cceac,0b153874,a73ee510,34f0bdf1,5bee5497,d8c29807,a57cffd3,1adce6ef,1c234038,c64d548f,07c540c4,6830a76e,21ddcdc9,5840adea,5f957280,,423fab69,1793a828,724b04da,5b938117
10000585,0,18.0,25,44.0,12.0,329.0,228.0,57.0,13.0,279.0,1.0,8.0,,12.0,05db9164,0b8e9caf,01026567,bc9fc40e,25c83c98,7e0ccccf,189c5ab6,0b153874,a73ee510,724beea1,58d7f05a,ec4e9666,b1451e1a,b28479f6,5340cb84,ebe989c7,3486227d,ca6a63cf,,,6901eb2d,,bcdee96c,08b0ce98,,
10001412,0,1.0,0,66.0,29.0,25.0,29.0,15.0,28.0,966.0,1.0,7.0,0.0,29.0,68fd1e64,58e67aaf,a4496393,44e85b8f,25c83c98,7e0ccccf,13d43af5,0b153874,a73ee510,b80139ac,1fc34e82,7e96e8d6,51a8c80d,07d13a8f,10935a85,0d764564,3486227d,c21c3e4c,4b403ba3,a458ea53,a5fa8ad5,,423fab69,5a7323f2,9b3e8820,1a1d7a4e
10001637,0,,30,5.0,1.0,68133.0,,0.0,1.0,1.0,,0.0,,1.0,05db9164,38d50e09,88a32828,7a719f12,43b19349,,863329da,6c41e35e,7cc72ec2,4f517438,a89c45cb,ec985270,a4fafa5b,07d13a8f,f5fed91e,0b065b85,e5ba7672,19fec6cc,21ddcdc9,a458ea53,879e47ce,,32c7478e,afb24112,001f3601,c27f155b
10001389,0,0.0,1,2.0,1.0,3088.0,159.0,1.0,32.0,88.0,0.0,1.0,0.0,1.0,68fd1e64,fe5f56f0,02cf9876,c18be181,25c83c98,7e0ccccf,33393315,5b392875,a73ee510,55dbb85b,f37be5c0,8fe001f4,a59ea816,07d13a8f,71c250fc,36103458,3486227d,020c927a,,,e587c466,ad3062eb,55dd3565,3b183c5c,,
10001229,0,8.0,-1,1.0,,169.0,0.0,8.0,0.0,0.0,1.0,1.0,,,5a9ed9b0,09e68b86,838af322,116c7f59,25c83c98,,71af15b5,062b5529,a73ee510,f07eb70b,fcf1ea92,b17410b9,c23c531f,b28479f6,52baadf5,c1f64e08,e5ba7672,5aed7436,609029d1,5840adea,b2b4048c,,32c7478e,1793a828,e8b83407,aaed6d5d
10000497,0,2.0,-1,,,1415.0,1.0,136.0,7.0,161.0,0.0,10.0,0.0,,5a9ed9b0,efb7db0e,5a70ec82,8b78b687,25c83c98,fe6b92e5,18671b18,0b153874,a73ee510,f717eda0,77212bd7,23977c44,7203f04e,1adce6ef,9969f27a,aa2872ec,27c07bd6,68e9ac81,,,ae950ff3,,423fab69,75d67d71,,
10000702,0,,1,3.0,5.0,23.0,,0.0,4.0,5.0,,0.0,,5.0,05db9164,8c0e1294,a7078efc,62e53fd1,25c83c98,7e0ccccf,a6950954,5b392875,a73ee510,3b08e48b,149238ed,7e1106ce,decd9980,07d13a8f,0ac64405,d5fea315,e5ba7672,ea3e5063,,,e7e29fe3,ad3062eb,be7c41b4,aab05942,,
10000375,0,0.0,2,7.0,1.0,10820.0,1333.0,2.0,1.0,1265.0,0.0,1.0,,1.0,be589b51,db2905e6,c906fb15,55cf9503,25c83c98,,cc5ed2f1,37e4aa92,a73ee510,3b08e48b,081c279a,23f7905b,9f16a973,07d13a8f,2e7889d3,6596e6e9,27c07bd6,385c471a,21ddcdc9,5840adea,ad789d5a,,32c7478e,9fb5b007,e8b83407,f379f550
10000975,0,0.0,3,17.0,0.0,1873.0,59.0,4.0,25.0,56.0,0.0,3.0,,17.0,be589b51,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,9836f37f,0b153874,a73ee510,e6ce62d5,1b1024a0,dfbb09fb,ef324476,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
10001209,0,,451,,2.0,28.0,,0.0,2.0,2.0,,0.0,,2.0,05db9164,38a947a1,c449cf49,d00d0f35,25c83c98,fe6b92e5,4bca059f,0b153874,a73ee510,3b08e48b,07806dbd,63e498fc,45c28793,b28479f6,87f18530,5d32e679,776ce399,95f11b33,,,c4d244b9,,be7c41b4,2e0a0035,,
10001673,0,3.0,1,29.0,17.0,165.0,34.0,4.0,18.0,65.0,1.0,2.0,,17.0,05db9164,c8687797,74e1a23a,9a6888fb,4cf72387,fbad5c96,71a0c30f,0b153874,a73ee510,3b08e48b,6a5e1ce5,fb8fab62,e325e0dd,b28479f6,dc96c4b0,c6b1e1b2,e5ba7672,a7e06874,21ddcdc9,5840adea,99c09e97,,3a171ecb,335a6a1e,e8b83407,9fab4921
10000404,0,,19,6.0,,39296.0,,,0.0,,,,,,68fd1e64,38a947a1,8a66b50d,889c6b49,25c83c98,7e0ccccf,130c01bb,0b153874,a73ee510,3044b0a2,5accb57d,e3325b7d,54503c4c,b28479f6,17194aa4,915a1e7f,d4bb7bd8,1f8f8372,,,6f50d081,,423fab69,b258af68,,
10000419,0,1.0,359,1.0,22.0,154.0,22.0,12.0,1.0,59.0,1.0,2.0,,22.0,5a9ed9b0,38a947a1,bc2aea05,ac975db6,25c83c98,7e0ccccf,df5c2d18,0b153874,a73ee510,8aef4905,a7b606c4,b67ac327,eae197fd,07d13a8f,22223d6c,d388d33c,e5ba7672,97b81540,,,0ac4575d,,3a171ecb,d28d80ac,,
10001440,1,0.0,115,,,348.0,186.0,135.0,39.0,180.0,0.0,8.0,0.0,,05db9164,38a947a1,4bbacdd4,4a8fb058,4cf72387,7e0ccccf,8363bee7,0b153874,a73ee510,299aecf1,bf09be0e,34e567a8,3516f6e6,b28479f6,49c15c8d,256b5c71,e5ba7672,a58f62db,,,802628f9,,32c7478e,fb1d9706,,
